deso,area_km2,centroid_latitude,centroid_longitude
0840A0010,220.0692239198515,56.328059672412174,16.46152817511839
1257A0030,110.9733374697402,56.369099098412484,13.452635359527328
1278A0010,98.17277689563257,56.3732611596739,12.821986795754647
1080A0080,94.49757491662254,56.346922363025534,15.657521369629084
1381B5010,6.524339931302045,56.416657936489905,13.119801154792535
1080A0090,197.89206060201008,56.356462344368175,15.457480113573991
1081A0050,180.95511763200045,56.39123122103518,15.105646142048617
1256A0030,206.59500568181645,56.316244203320196,14.189112448155761
1278C1020,3.3147678671121876,56.42678103433266,12.858019230852083
1060A0020,271.70072662248754,56.350075145714804,14.540964855961503
1381A0010,132.71258847465532,56.388646813293335,13.156738875576783
0180C1240,1.4821452317075552,59.25314540578202,18.12357075688089
0138C1220,2.857073324517399,59.248549089865165,18.29370600045576
1880C1600,0.17465632205304632,59.29905437437531,15.191147369513176
0834B3010,8.75331191051357,56.44724245793928,16.058911769939126
0767C1020,5.686311356055399,56.459353950347335,13.61260063114344
0880C1230,1.7379748614823707,56.701964622014636,16.37104157021738
0765A0020,416.04070712340103,56.56071492619453,13.957916440742672
0763A0050,347.13343353665937,56.587147173661606,15.225544147136839
0880B4010,11.30253929853013,56.69626435841807,16.121292346565177
1278B3010,36.19763693809537,56.429196534024726,12.60572934679679
0767C1010,7.833630630752258,56.45911795435386,13.58307007382638
0767C1030,5.98914973892082,56.48642974069886,13.616634993154252
1781C1040,1.3241855413549921,59.29966178405089,14.125932187112426
0180C1610,0.7897949677691238,59.26920644111737,18.116194023842787
0180C1720,0.09847016405385403,59.27803370819815,17.89074620443603
1381B2010,26.287759684063914,56.46639086402255,12.918502600676515
1381A0030,63.21575911982538,56.46119117031662,13.140511147098453
1381C1010,4.986401178802126,56.49729810049542,13.052844591926206
1381C1030,1.3751037304619182,56.510277184828475,13.049462765626316
0834A0020,342.0063671107607,56.425784618579485,15.857867918375403
1273A0030,104.62450378599384,56.47592722028236,14.14256152635826
0763C1010,10.59319013578302,56.52316268133602,14.970941932055213
1381B2020,11.94177969832122,56.50566328808943,12.951610663379155
0180C1690,1.6757292423118133,59.27954406574819,17.875822726500147
0840C1010,8.748664358379257,56.5208325698028,16.390837566300412
0763C1020,3.457635494562546,56.53683335419492,14.976544315952443
0765C1010,4.297908342477172,56.536912572421265,14.14255463619377
0765C1030,2.588928832344074,56.5517955131089,14.161307028500506
0763A0010,121.51424963016028,56.498337207653826,15.125493838673826
0765C1020,6.032149504484327,56.54039492474823,14.116104372867175
0767B2010,13.184801920540789,56.54902575449584,13.728355593586686
0765C1040,3.54733301445461,56.56212312157297,14.124851425942248
1381A0050,149.23742053742347,56.517759237086786,13.027656638010406
0880A0010,141.1025730685803,56.5218370279249,16.102366146448063
0180C2490,0.19787768965998895,59.29423505401824,18.11502063685698
0180C2520,0.14633404915675707,59.2950717672032,18.087545328847323
0180C2440,0.21231125013242108,59.29534485983795,17.98555755940281
0180C2530,0.23157685467722947,59.29582251591754,18.063080002400408
1381B3010,7.170206324264716,56.56310630239902,13.085352022835155
0765C1050,6.872231908787175,56.57419960460924,14.15326663820444
1381B3020,9.110906727201458,56.561313988933136,13.043680176054421
0880C1040,0.6611836563150786,56.658306298194,16.35235569954172
0767B2020,5.436142184656623,56.57965920947162,13.750951018722752
0880B3010,17.947568325229796,56.55994194695991,16.177130826786637
0765A0010,300.47481079874296,56.52820938561095,14.383451910812576
0880A0020,124.19317852126487,56.55585303474723,15.88223908868829
0763A0020,199.94022576189383,56.47693883385996,14.694134056419843
0862C1020,6.048890619282147,56.62275142222024,15.531169616077081
0180C2590,0.17053708626942884,59.29820883333429,18.040865355081944
0182C1130,0.2703280594410303,59.293302489849076,18.2458529227348
1380C1010,15.624176940009754,56.59846610811513,12.915200492300366
0180C2500,0.8006333636452656,59.29825467477315,17.92405560506569
0180C2630,0.09729324494211009,59.30008674694299,18.005264052156033
0862C1010,5.849175224268881,56.619309230928174,15.575347519123964
0862A0020,114.71676511152447,56.5681449249561,15.429449362210518
0763A0030,244.45756201186467,56.52964977830435,14.81223788404838
0862C1030,5.925973309429474,56.637327388431245,15.550587508473384
0180C3020,0.03082226235434665,59.307332294279696,18.078333630161026
0180C3010,0.0964516022342614,59.308212718791935,18.018124184670445
0180C2990,0.15233709999269948,59.30800219043226,18.012610280141203
1380C1020,7.621513697973351,56.62021112717033,12.936535273652517
0880B3020,13.922365128087026,56.6187745329912,16.167104149476017
1381A0040,280.61467628618396,56.50075178786201,13.345955802584799
0180C2920,0.816954038572111,59.308150396015144,17.967858988670802
0840B2010,3.71501234781369,56.63829243493373,16.469724843594165
0840B2030,1.3225988889086144,56.64692524976443,16.473204471736686
0880B2010,10.486008851095264,56.638600242389806,16.25453566730355
0880C1010,1.9089530217871709,56.65124468932884,16.33509721589285
0862A0010,277.2853309856384,56.55427720651583,15.616128773865087
0880C1020,2.082800829943229,56.65811950107909,16.323871740507634
0840B2040,3.1040274374606156,56.65731690313515,16.475560533237008
0180C2970,0.22472597782951018,59.307857811430566,18.005417373475307
0180C3030,0.14345915058762387,59.3095672967183,17.997532217785796
1380C1050,1.9090966955549795,56.6509434553513,12.937663708206495
0880C1030,3.38965669406933,56.65823286466464,16.37457986093659
0880C1070,1.8415627062548,56.66634481567025,16.313088787490916
1380C1080,0.2593136321632161,56.65825367819796,12.901125087575238
0180C3170,0.03392190456640268,59.310113702693045,18.083922959116244
1380C1030,6.935477787392182,56.64114529107825,12.931210415011673
0765B2010,13.281229810769434,56.65180285013767,14.24481837506017
0880A0030,62.86783832700342,56.61216820057296,16.237945883813044
1380C1040,3.3282861967183224,56.64528834761667,12.78279184916942
0880C1080,1.3101346228529622,56.66878373090082,16.337138432634823
1380C1110,0.6650311271917759,56.65937177703689,12.77883276407688
0880C1090,0.7817829888580542,56.670494667204366,16.358420206487498
1380C1060,4.631069006433002,56.649581410355964,12.809472681761886
0767A0010,496.8803240405236,56.5433170808152,13.608804831125141
1380C1070,18.437842190551574,56.6357751641224,12.873459455525873
0880C1100,1.132644191297966,56.67039097807328,16.37418627832103
0180C3250,0.04212027949217591,59.31181065519118,18.080005833775985
0180C3280,0.05023809701961653,59.31252780203811,18.063401845851313
1761C1050,2.2367386538105696,59.33164388375004,13.475595285361663
0180C3260,0.06799618919119937,59.312110432757024,18.067728314053873
0180C3290,0.06673434864247076,59.31207519928319,18.083398323241664
0180C3310,0.05815869078208715,59.313104073013456,18.0550093200119
0880B2020,5.908960069722974,56.6655753264962,16.259183119189252
1380C1150,2.0929204925464195,56.66628466597315,12.911326765009928
1380C1270,0.08938322189627074,56.67434767089063,12.850043453185036
0880A0040,130.93352227209883,56.62799819109507,16.015937986657736
0880C1150,0.5986869526962161,56.685876136807465,16.352448383991508
1380C1230,0.5739622758742557,56.67231271371127,12.835729548177207
0182C1310,1.6367616562100173,59.31060686757139,18.236216271972417
1761C1040,11.649468950132858,59.328871980977425,13.436399968627379
1380C1180,3.4822227365960394,56.66636800548005,12.780115544625124
1380C1280,0.3387838823140545,56.674352015544265,12.871264263888103
1380C1290,0.19844655826165009,56.67468644769558,12.864364552254377
1883C1130,5.034653652335715,59.33331876316128,14.475000980835233
0180C3070,0.1643480927156415,59.30899778266611,18.03335272832515
0180C3190,0.06913333609973987,59.310892480107164,18.077200885911612
0180C3120,0.1870311208198639,59.30983376342627,18.02944625380084
0182C1250,0.41738225631827763,59.30868256561916,18.126931298373744
0880C1130,3.1737648205468427,56.6807006012257,16.36877124512813
1380C1240,0.3372745766960966,56.67371874696257,12.878998433898595
1380C1310,0.12638727612257633,56.67728010263202,12.864165034084714
1380C1300,0.34673297740163395,56.67613981930622,12.857532792327671
0880C1160,0.3413769626157096,56.687686436488924,16.336529313656392
0880B2030,2.617200433411276,56.683415966239785,16.221378111045382
0880B2040,3.8803435482010133,56.68275794791534,16.24913167346775
1380C1120,4.537315923332382,56.66349818791223,12.82960639279881
0880C1140,3.842389134469015,56.679499811277026,16.315091331672516
1380C1320,0.9271480824260183,56.68042347434649,12.901958164619728
0180C3490,0.11904581172409617,59.31575538114727,18.04740433347286
1380C1140,20.48657521319353,56.656558927854995,12.724859968806362
0880C1180,2.673510324534292,56.69212874295153,16.363051096355626
0880C1170,1.4688174632415723,56.69107205903306,16.326434038724674
1380C1340,1.2093379444999237,56.682796562164704,12.85135943290132
1380C1330,1.4571457583092045,56.68283360474538,12.921582151933606
1380C1260,3.585373831954603,56.67376383472168,12.802732307707094
0880C1190,0.8750066132379062,56.69641433497402,16.337571317095556
1380C1250,5.0909658509126965,56.67782914868383,12.937232126092841
1380C1360,2.4670856027854158,56.6841085350195,12.885669438466394
1380C1370,2.11948424418294,56.6890797247889,12.911093050421169
0880C1220,0.49283595114760453,56.702482029673924,16.35468174919809
0880C1200,6.0450529500482535,56.70397930622864,16.320890206868572
1380C1390,5.2975807397696855,56.68834847606746,12.828045203524129
0182C1320,0.5919809053978641,59.31239304151499,18.188924099602783
0180C3540,0.5497312983811237,59.31611867343219,18.09813164000058
0180C3710,0.0721065120979761,59.31841226847691,18.064145251425135
1380C1380,20.22158081149609,56.688978868131166,12.700114284835603
1380A0010,131.98225425328363,56.63247073782615,13.051282794264363
0880C1240,3.398443878754002,56.71301019421513,16.363412896081062
1380C1420,3.1476915136151935,56.70853560943428,12.734874173062138
0180C3330,0.34245245137518887,59.31424429178359,17.999615612227636
0180C3480,0.10592064686626945,59.31568141045181,18.05452034166011
0182C1300,0.4077972082798683,59.3109615959931,18.17231959132388
0180C3550,0.04945129553738846,59.316668085086725,18.06339706717805
0881C1010,2.7964395587614495,56.72653189585962,15.950725264965138
1380C1400,5.882943482059671,56.69785190150093,12.871630466612649
0840B2050,26.310990654821442,56.693230628082944,16.517762621431878
1380C1410,2.966822081371634,56.70840712126485,12.859871327648975
0180C4380,0.048980204232121426,59.3341986672666,18.08503134541964
0880C1250,2.9792755079035347,56.72177064553209,16.294940953658912
0182C1400,0.9097307391081957,59.317061477735365,18.240229576454997
0484C1130,0.33834810323224185,59.36037992966129,16.52502062841797
0180C4410,0.055842512873882415,59.33582361013413,18.03182501689932
0180C4420,0.03569456073786462,59.336239030937406,18.02694905718336
0880C1260,2.929277020544559,56.72664860956638,16.313655486898718
0881C1020,1.4987658652805806,56.736724733651116,15.907890898618858
0880C1270,1.87062158883768,56.73375841557217,16.278281502828904
0881A0010,158.77883749411222,56.656939354277,15.774226481417235
0881C1030,2.8334367669178304,56.737851675195714,15.942604944310443
0880C1280,3.922774900269659,56.74197966739885,16.289925779514327
0881C1050,1.011559581539231,56.747839244420355,15.912991814764304
0881C1060,3.3049007954427045,56.749451915901446,15.931506272620307
1380C1430,19.537137897738774,56.71965245801144,12.668393068275188
0761C1020,1.8161580291204813,56.75780173748396,15.275075947708764
0761C1010,8.513108364914912,56.75139501304907,15.270333561124417
0881C1040,7.022199674826903,56.73834070269711,15.890766416361105
0840A0030,286.3359019674342,56.577365124478376,16.481651182408584
0180C4330,0.3366195446422128,59.33492516904718,18.004032034485206
0484C1120,0.46432672671344466,59.36065996895221,16.491553374188584
0881C1080,6.5693901337084295,56.75822154143786,15.883475005556315
0180C4350,0.17328268004564923,59.336407852528495,17.981197319772733
0180C4490,0.06747066201967006,59.337155415259645,18.029632801059893
1380B4010,7.265276912447155,56.74527853110441,12.725427419565621
0881A0020,139.2716326349287,56.71154077158962,15.879237696556741
0780A0010,179.80062851694203,56.7160777824023,15.008314093286408
0880A0050,144.20418256952482,56.713313519549814,16.17319778598675
0761B2010,5.438709638483365,56.78101213823049,15.151401047407592
0484C1200,0.24648625978163166,59.36598641241127,16.499242871406366
0180C4860,0.051953638147036525,59.34132195383908,18.039766010207813
0180C4460,1.0930057548291001,59.340860695451525,17.878179225049987
0761B2020,4.7526319854260795,56.7881202199374,15.121218968789478
0764B3010,11.017468152695148,56.78652884488553,14.444857234184616
1380B2010,14.62661454608444,56.75625088377212,12.9619707750607
0764A0020,147.95486540748658,56.73110988137896,14.572823601790295
0186C1050,0.4334563095848828,59.34751078632867,18.13863991228578
1780C1090,0.23857617578841614,59.37703473216575,13.485371931176001
1380C1440,13.39905467998734,56.75911650887448,12.631246214297784
1380A0020,116.09350319862932,56.7256641072912,13.024931101499115
0780A0020,144.28254876891788,56.71486896046187,14.82551306190595
1380A0030,83.17209546524488,56.73435617210179,12.862163978634294
0781C1010,3.3373504601890644,56.81907780642401,13.951009790129298
0180C4560,0.06265545008194685,59.33670432310139,18.08661801136847
0180C4660,0.03510630298702087,59.33898155508137,18.034359026591716
0180C4610,0.06288614859966062,59.337978107393205,18.037471578889267
0781C1030,1.6341488866076812,56.82130172249567,13.937351591223035
0862A0030,311.66694349599265,56.733886032161095,15.545520227453395
0180C5570,0.25798420138441897,59.35598783614787,18.099513054388392
0184C1190,0.12300798531111223,59.36289616936602,18.01835275500274
1380A0050,46.11899144605892,56.781119798027504,12.83661025066497
0180C4470,0.23931524518784375,59.33733820032579,18.01979130746877
0182C1490,0.41122233538722314,59.33146825282201,18.258174033622257
0781C1020,2.4461186519578706,56.82087681654288,13.925412979797354
0780C1070,1.1503694167106817,56.85621059444212,14.829888206012567
0780C1180,0.29104649517849873,56.88365337116166,14.805368804297926
0780C1160,0.38552092251651876,56.881382328204374,14.793602925406788
0780C1010,1.9649887779029334,56.83969972059689,14.819313863184439
0183C1200,0.31912368684507075,59.37789864698402,17.95844036327779
1780C1260,0.5784707726042339,59.4011635296989,13.494753508728913
0180C5960,0.6185501354788933,59.37752579178052,17.899326442142648
1380B2020,5.635813628927804,56.80421207146425,12.985801790175437
0180C6160,0.10218697711315017,59.390648984367985,17.93197885500543
0781C1060,0.866000697667522,56.838225310184335,13.939259451365285
0885A0010,157.12417316851597,56.744606660292014,16.71239799424683
0123C1250,0.14575176090967357,59.42342384361391,17.8358098148271
0123C1260,0.2972970924724757,59.423436522114194,17.844968714804548
0188C1050,0.5863540928688041,59.75877375629412,18.685370719066547
0188C1060,0.9646689039683016,59.76229734544684,18.703370763599228
0188C1070,0.6433044420533207,59.761883885927965,18.72012455984293
1763A0010,367.9610529282306,59.65951446566006,13.510898862740756
0380C1090,0.3195973005415171,59.8049068160938,17.635588385685164
1380B2030,7.595889208951589,56.809678696288806,12.961289916564668
0180C4760,0.06659319411112427,59.3395176334991,18.05478215322403
0781C1040,6.600979627481788,56.82354846681966,13.908046028773274
0781C1050,3.189401518942164,56.83619945773092,13.973983692028472
0484C1190,0.1031855518083406,59.365479471255235,16.503914683297666
0180C4710,0.15060253726120912,59.3380886928939,18.066649077731448
0780C1030,0.6758431475618097,56.8491142681201,14.813096216456882
0780C1050,0.1280242384279601,56.85274541408034,14.825148223543074
0780C1040,1.7525239221688886,56.849442679236574,14.832383154581594
0180C4900,0.1360654014161332,59.34188180534387,18.053375083909646
0781C1070,2.2262870670318233,56.84115561963878,13.958156361759569
0881B2010,10.190906318154509,56.83947534778882,15.761153105954092
0380C1610,0.2026047373142876,59.859643199983196,17.638825410230993
0380C1720,0.0996974474359673,59.862320579175766,17.651364567470193
0380C1730,0.05919232940762186,59.863448738777166,17.627380574812513
1380B3010,9.30858837445216,56.81998476918509,12.733972858946158
0780C1020,3.1683858489604475,56.8418387912163,14.79661714678573
0180C5000,0.0497414061028408,59.34302720695821,18.057960392780362
0120C1160,2.3269884699636836,59.325960346565,18.477804767786886
0180C5030,0.04987975088629567,59.34382994880528,18.030456150687467
0180C5010,0.0969696212485187,59.343085035070246,18.074844775397
0180C4930,0.259189118983607,59.34095438824075,18.099569567332868
0781C1080,4.910196136369787,56.84913551081462,13.932497401035919
0761B3010,8.53017506828533,56.842608257913234,15.395419378219987
1380A0040,196.99238436218582,56.7527623548719,13.219557600754085
0780C1060,1.5875561729969145,56.85717506707091,14.810585489510483
1960A0010,127.81780124035187,59.394289747546246,16.142357685762757
0780C1080,1.7111328921839761,56.86459186129437,14.799031314429152
0780C1120,0.39947829817307695,56.874086627933934,14.803480335213376
0780C1110,0.38932695711765986,56.87397549947143,14.831271423291073
0780C1090,2.194265795828097,56.86833180685901,14.82425948430272
1380A0060,96.8410887032223,56.78983014515388,12.735675385351938
0780C1140,0.6951575200965664,56.876497323778274,14.84078875019555
0780C1150,0.505023872658968,56.878995228418944,14.80671723924394
0780C1100,2.9535853014713647,56.87399488772671,14.778006073073154
0781A0010,339.68710658368406,56.73065940731174,13.922874223144484
0880A0060,145.4933731839485,56.79450941180956,16.24855211205923
1382B3010,7.185985109977048,56.85273672715461,12.695322576983388
0780C1130,3.631053189647943,56.874247704526944,14.85134043043336
0780C1190,0.341706203251782,56.885252304597316,14.818094712709112
0780B6010,12.373711228295791,56.864016664758445,14.640576106287487
0163C1250,0.17270593035068998,59.444946933425776,17.969226739633065
0780C1210,0.8851943845750736,56.890090040825456,14.807977758544634
0780C1230,0.29598223905347687,56.89166780804527,14.796984361764853
0780C1240,0.3136911394921552,56.89322931631594,14.791130851893286
0780C1200,3.668102063735903,56.88689917909542,14.775897356139343
1382A0020,169.42917305094798,56.91565878003641,12.764977034378802
0760B2010,10.65969590168132,56.99522067425334,15.283507339067027
1315C1010,6.401517820830722,56.991557597187025,13.24371552488354
1315A0010,245.65248686141447,56.91670529867702,13.264023732299977
0861C1010,11.208746744789252,57.01152661652174,16.49252046145422
1382A0030,100.04418812300337,56.95748749016058,12.406005478297585
1980C1060,8.450497834433795,59.59317022809268,16.60151537073267
0780C1170,6.01737849721222,56.88358194495499,14.736264017205643
2081C1130,0.4988533097068871,60.49052954680774,15.429286979273472
2081C1150,0.7070326524860708,60.49250796026108,15.416110730920789
2081C1180,0.6034605665506941,60.499858941808334,15.411498088744418
2081C1160,2.1245810231225635,60.49529887065791,15.441101458186893
0885C1010,3.9065339195649442,56.8717733346973,16.654983839381057
0885A0020,128.42928540056315,56.81360750676767,16.60333840653432
0780C1280,0.33969562773274553,56.89835373984406,14.793257325242044
0764C1010,2.8680108307278442,56.89330485609901,14.575451097695053
0780C1250,0.46701894934868016,56.896804669163345,14.802516269201083
0761A0010,429.1613851018423,56.77406862296359,15.322662921822602
0764A0030,224.87998960188426,56.815306306317346,14.437510290726205
0780C1260,0.9111344055366,56.89796923465043,14.81552782189682
0780C1220,3.479903956563567,56.889974604280525,14.835802865481819
0885C1020,4.773928536631412,56.88411176436328,16.666318559264308
0764C1020,3.323361132075158,56.89133031680777,14.544597716921409
0780C1290,2.495073350027811,56.899250508889466,14.773303107515838
0780C1270,1.3624666340802674,56.897809326452496,14.828722960484372
