Kommunkod	Region	År	Befolkning
2260	2260 Ånge	2057	7981
2262	2262 Timrå	2057	16137
2280	2280 Härnösand	2057	22579
2281	2281 Sundsvall	2057	100166
2282	2282 Kramfors	2057	15343
2283	2283 Sollefteå	2057	15497
2284	2284 Örnsköldsvik	2057	52895
2303	2303 Ragunda	2057	4701
2305	2305 Bräcke	2057	5469
2309	2309 Krokom	2057	15974
2313	2313 Strömsund	2057	10168
2321	2321 Åre	2057	14132
2326	2326 Berg	2057	7015
2361	2361 Härjedalen	2057	9733
2380	2380 Östersund	2057	69825
2401	2401 Nordmaling	2057	7281
2403	2403 Bjurholm	2057	2565
2404	2404 Vindeln	2057	5655
2409	2409 Robertsfors	2057	7132
2417	2417 Norsjö	2057	3562
2418	2418 Malå	2057	2623
2421	2421 Storuman	2057	5433
2422	2422 Sorsele	2057	2227
2425	2425 Dorotea	2057	2099
2460	2460 Vännäs	2057	9957
2462	2462 Vilhelmina	2057	5392
2463	2463 Åsele	2057	2568
2480	2480 Umeå	2057	158983
2481	2481 Lycksele	2057	11796
2482	2482 Skellefteå	2057	72787
2505	2505 Arvidsjaur	2057	5835
2506	2506 Arjeplog	2057	2148
2510	2510 Jokkmokk	2057	3953
2513	2513 Överkalix	2057	2424
2514	2514 Kalix	2057	13719
2518	2518 Övertorneå	2057	3240
2521	2521 Pajala	2057	4872
2523	2523 Gällivare	2057	15036
2560	2560 Älvsbyn	2057	6932
2580	2580 Luleå	2057	82889
2581	2581 Piteå	2057	41958
2582	2582 Boden	2057	25971
2583	2583 Haparanda	2057	8446
2584	2584 Kiruna	2057	20341
0114	0114 Upplands Väsby	2058	60061
0115	0115 Vallentuna	2058	44997
0117	0117 Österåker	2058	63178
0120	0120 Värmdö	2058	60395
0123	0123 Järfälla	2058	107406
0125	0125 Ekerö	2058	35730
0126	0126 Huddinge	2058	139163
0127	0127 Botkyrka	2058	129708
0128	0128 Salem	2058	22368
0136	0136 Haninge	2058	123654
0138	0138 Tyresö	2058	61184
0139	0139 Upplands-Bro	2058	40092
0140	0140 Nykvarn	2058	15454
0160	0160 Täby	2058	90348
0162	0162 Danderyd	2058	35532
0163	0163 Sollentuna	2058	90379
0180	0180 Stockholm	2058	1278696
0181	0181 Södertälje	2058	122900
0182	0182 Nacka	2058	138111
0183	0183 Sundbyberg	2058	70504
0184	0184 Solna	2058	104386
0186	0186 Lidingö	2058	56444
0187	0187 Vaxholm	2058	14259
0188	0188 Norrtälje	2058	82025
0191	0191 Sigtuna	2058	62018
0192	0192 Nynäshamn	2058	35335
0305	0305 Håbo	2058	27548
0319	0319 Älvkarleby	2058	10814
0330	0330 Knivsta	2058	27917
0331	0331 Heby	2058	17297
0360	0360 Tierp	2058	25446
0380	0380 Uppsala	2058	307479
0381	0381 Enköping	2058	62572
0382	0382 Östhammar	2058	26349
0428	0428 Vingåker	2058	9095
0461	0461 Gnesta	2058	13836
0480	0480 Nyköping	2058	66277
0481	0481 Oxelösund	2058	13079
0482	0482 Flen	2058	15892
0483	0483 Katrineholm	2058	38260
0484	0484 Eskilstuna	2058	119606
0486	0486 Strängnäs	2058	46817
0488	0488 Trosa	2058	20481
0509	0509 Ödeshög	2058	5588
0512	0512 Ydre	2058	3909
0513	0513 Kinda	2058	10861
0560	0560 Boxholm	2058	6015
0561	0561 Åtvidaberg	2058	11703
0562	0562 Finspång	2058	22825
0563	0563 Valdemarsvik	2058	7479
0580	0580 Linköping	2058	199860
0581	0581 Norrköping	2058	168549
0582	0582 Söderköping	2058	16496
0583	0583 Motala	2058	45973
0584	0584 Vadstena	2058	8409
0586	0586 Mjölby	2058	32728
0604	0604 Aneby	2058	7498
0617	0617 Gnosjö	2058	9572
0642	0642 Mullsjö	2058	8119
0643	0643 Habo	2058	16197
0662	0662 Gislaved	2058	29120
0665	0665 Vaggeryd	2058	17636
0680	0680 Jönköping	2058	172900
0682	0682 Nässjö	2058	33248
0683	0683 Värnamo	2058	37831
0684	0684 Sävsjö	2058	11425
0685	0685 Vetlanda	2058	27686
0686	0686 Eksjö	2058	18809
0687	0687 Tranås	2058	19448
0760	0760 Uppvidinge	2058	8238
0761	0761 Lessebo	2058	7984
0763	0763 Tingsryd	2058	12266
0764	0764 Alvesta	2058	20266
0765	0765 Älmhult	2058	20031
0767	0767 Markaryd	2058	11276
0780	0780 Växjö	2058	113524
0781	0781 Ljungby	2058	29855
0821	0821 Högsby	2058	5011
0834	0834 Torsås	2058	7068
0840	0840 Mörbylånga	2058	17003
0860	0860 Hultsfred	2058	12887
0861	0861 Mönsterås	2058	12677
0862	0862 Emmaboda	2058	9067
0880	0880 Kalmar	2058	82571
0881	0881 Nybro	2058	19366
0882	0882 Oskarshamn	2058	25854
0883	0883 Västervik	2058	35573
0884	0884 Vimmerby	2058	14575
0885	0885 Borgholm	2058	10315
0980	0980 Gotland	2058	68673
1060	1060 Olofström	2058	12777
1080	1080 Karlskrona	2058	68926
1081	1081 Ronneby	2058	28097
1082	1082 Karlshamn	2058	32045
1083	1083 Sölvesborg	2058	18335
1214	1214 Svalöv	2058	16200
1230	1230 Staffanstorp	2058	32847
1231	1231 Burlöv	2058	24394
1233	1233 Vellinge	2058	46235
1256	1256 Östra Göinge	2058	15336
1257	1257 Örkelljunga	2058	11803
1260	1260 Bjuv	2058	20051
1261	1261 Kävlinge	2058	38232
1262	1262 Lomma	2058	29103
1263	1263 Svedala	2058	29645
1264	1264 Skurup	2058	19815
1265	1265 Sjöbo	2058	23052
1266	1266 Hörby	2058	18059
1267	1267 Höör	2058	20533
1270	1270 Tomelilla	2058	15552
1272	1272 Bromölla	2058	13275
1273	1273 Osby	2058	14154
1275	1275 Perstorp	2058	8979
1276	1276 Klippan	2058	19898
1277	1277 Åstorp	2058	21171
1278	1278 Båstad	2058	18295
1280	1280 Malmö	2058	444535
1281	1281 Lund	2058	151706
1282	1282 Landskrona	2058	54540
1283	1283 Helsingborg	2058	183867
1284	1284 Höganäs	2058	32815
1285	1285 Eslöv	2058	44697
1286	1286 Ystad	2058	37213
1287	1287 Trelleborg	2058	60226
1290	1290 Kristianstad	2058	97202
1291	1291 Simrishamn	2058	21682
1292	1292 Ängelholm	2058	52337
1293	1293 Hässleholm	2058	55860
1315	1315 Hylte	2058	10335
1380	1380 Halmstad	2058	127773
1381	1381 Laholm	2058	31169
1382	1382 Falkenberg	2058	56311
1383	1383 Varberg	2058	82697
1384	1384 Kungsbacka	2058	104598
1401	1401 Härryda	2058	47643
1402	1402 Partille	2058	48950
1407	1407 Öckerö	2058	13884
1415	1415 Stenungsund	2058	32636
1419	1419 Tjörn	2058	18416
1421	1421 Orust	2058	16311
1427	1427 Sotenäs	2058	9947
1430	1430 Munkedal	2058	11138
1435	1435 Tanum	2058	14209
1438	1438 Dals-Ed	2058	4659
1439	1439 Färgelanda	2058	6749
1440	1440 Ale	2058	41259
1441	1441 Lerum	2058	53518
1442	1442 Vårgårda	2058	14531
1443	1443 Bollebygd	2058	11901
1444	1444 Grästorp	2058	6808
1445	1445 Essunga	2058	6389
1446	1446 Karlsborg	2058	7038
1447	1447 Gullspång	2058	5074
1452	1452 Tranemo	2058	12791
1460	1460 Bengtsfors	2058	8641
1461	1461 Mellerud	2058	9145
1462	1462 Lilla Edet	2058	18127
1463	1463 Mark	2058	43067
1465	1465 Svenljunga	2058	11906
1466	1466 Herrljunga	2058	10322
1470	1470 Vara	2058	17949
1471	1471 Götene	2058	13423
1472	1472 Tibro	2058	12292
1473	1473 Töreboda	2058	9148
1480	1480 Göteborg	2058	716031
1481	1481 Mölndal	2058	86299
1482	1482 Kungälv	2058	62146
1484	1484 Lysekil	2058	14173
1485	1485 Uddevalla	2058	65827
1486	1486 Strömstad	2058	14394
1487	1487 Vänersborg	2058	42497
1488	1488 Trollhättan	2058	66650
1489	1489 Alingsås	2058	49549
1490	1490 Borås	2058	134081
1491	1491 Ulricehamn	2058	28791
1492	1492 Åmål	2058	11544
1493	1493 Mariestad	2058	26175
1494	1494 Lidköping	2058	45113
1495	1495 Skara	2058	19053
1496	1496 Skövde	2058	66867
1497	1497 Hjo	2058	10210
1498	1498 Tidaholm	2058	12973
1499	1499 Falköping	2058	35002
1715	1715 Kil	2058	12489
1730	1730 Eda	2058	8002
1737	1737 Torsby	2058	10062
1760	1760 Storfors	2058	3611
1761	1761 Hammarö	2058	19545
1762	1762 Munkfors	2058	3580
1763	1763 Forshaga	2058	11773
1764	1764 Grums	2058	8764
1765	1765 Årjäng	2058	8744
1766	1766 Sunne	2058	12664
1780	1780 Karlstad	2058	107303
1781	1781 Kristinehamn	2058	22783
1782	1782 Filipstad	2058	8851
1783	1783 Hagfors	2058	9275
1784	1784 Arvika	2058	25954
1785	1785 Säffle	2058	13667
1814	1814 Lekeberg	2058	10886
1860	1860 Laxå	2058	5228
1861	1861 Hallsberg	2058	17423
1862	1862 Degerfors	2058	9655
1863	1863 Hällefors	2058	6240
1864	1864 Ljusnarsberg	2058	4599
1880	1880 Örebro	2058	189206
1881	1881 Kumla	2058	26327
1882	1882 Askersund	2058	11615
1883	1883 Karlskoga	2058	30871
1884	1884 Nora	2058	11292
1885	1885 Lindesberg	2058	22624
1904	1904 Skinnskatteberg	2058	4497
1907	1907 Surahammar	2058	10624
1960	1960 Kungsör	2058	9351
1961	1961 Hallstahammar	2058	18867
1962	1962 Norberg	2058	5343
1980	1980 Västerås	2058	189444
1981	1981 Sala	2058	24920
1982	1982 Fagersta	2058	13524
1983	1983 Köping	2058	27567
1984	1984 Arboga	2058	14845
2021	2021 Vansbro	2058	6337
2023	2023 Malung-Sälen	2058	9799
2026	2026 Gagnef	2058	11135
2029	2029 Leksand	2058	16932
2031	2031 Rättvik	2058	11486
2034	2034 Orsa	2058	6822
2039	2039 Älvdalen	2058	6975
2061	2061 Smedjebacken	2058	11178
2062	2062 Mora	2058	20852
2080	2080 Falun	2058	65664
2081	2081 Borlänge	2058	54342
2082	2082 Säter	2058	11455
2083	2083 Hedemora	2058	14662
2084	2084 Avesta	2058	22516
2085	2085 Ludvika	2058	26102
2101	2101 Ockelbo	2058	5501
2104	2104 Hofors	2058	9520
2121	2121 Ovanåker	2058	10889
2132	2132 Nordanstig	2058	9887
2161	2161 Ljusdal	2058	17357
2180	2180 Gävle	2058	113314
2181	2181 Sandviken	2058	39608
2182	2182 Söderhamn	2058	22183
2183	2183 Bollnäs	2058	24953
2184	2184 Hudiksvall	2058	37227
2260	2260 Ånge	2058	7976
2262	2262 Timrå	2058	16126
2280	2280 Härnösand	2058	22584
2281	2281 Sundsvall	2058	100393
2282	2282 Kramfors	2058	15339
2283	2283 Sollefteå	2058	15487
2284	2284 Örnsköldsvik	2058	52923
2303	2303 Ragunda	2058	4708
2305	2305 Bräcke	2058	5477
2309	2309 Krokom	2058	16021
2313	2313 Strömsund	2058	10197
2321	2321 Åre	2058	14178
2326	2326 Berg	2058	7044
2361	2361 Härjedalen	2058	9752
2380	2380 Östersund	2058	70015
2401	2401 Nordmaling	2058	7301
2403	2403 Bjurholm	2058	2574
2404	2404 Vindeln	2058	5671
2409	2409 Robertsfors	2058	7154
2417	2417 Norsjö	2058	3567
2418	2418 Malå	2058	2625
2421	2421 Storuman	2058	5440
2422	2422 Sorsele	2058	2230
2425	2425 Dorotea	2058	2102
2460	2460 Vännäs	2058	9989
2462	2462 Vilhelmina	2058	5394
2463	2463 Åsele	2058	2573
2480	2480 Umeå	2058	159616
2481	2481 Lycksele	2058	11818
2482	2482 Skellefteå	2058	72931
2505	2505 Arvidsjaur	2058	5851
2506	2506 Arjeplog	2058	2146
2510	2510 Jokkmokk	2058	3952
2513	2513 Överkalix	2058	2422
2514	2514 Kalix	2058	13716
2518	2518 Övertorneå	2058	3241
2521	2521 Pajala	2058	4873
2523	2523 Gällivare	2058	15054
2560	2560 Älvsbyn	2058	6931
2580	2580 Luleå	2058	83035
2581	2581 Piteå	2058	42016
2582	2582 Boden	2058	25989
2583	2583 Haparanda	2058	8466
2584	2584 Kiruna	2058	20374
0114	0114 Upplands Väsby	2059	60245
0115	0115 Vallentuna	2059	45258
0117	0117 Österåker	2059	63413
0120	0120 Värmdö	2059	60625
0123	0123 Järfälla	2059	107758
0125	0125 Ekerö	2059	35848
0126	0126 Huddinge	2059	139557
0127	0127 Botkyrka	2059	130403
0128	0128 Salem	2059	22496
0136	0136 Haninge	2059	124077
0138	0138 Tyresö	2059	61392
0139	0139 Upplands-Bro	2059	40216
0140	0140 Nykvarn	2059	15517
0160	0160 Täby	2059	90651
0162	0162 Danderyd	2059	35623
0163	0163 Sollentuna	2059	90632
0180	0180 Stockholm	2059	1285360
0181	0181 Södertälje	2059	123247
0182	0182 Nacka	2059	138609
0183	0183 Sundbyberg	2059	70719
0184	0184 Solna	2059	104679
0186	0186 Lidingö	2059	56622
0187	0187 Vaxholm	2059	14303
0188	0188 Norrtälje	2059	82344
0191	0191 Sigtuna	2059	62167
0192	0192 Nynäshamn	2059	35443
0305	0305 Håbo	2059	27656
0319	0319 Älvkarleby	2059	10852
0330	0330 Knivsta	2059	28049
0331	0331 Heby	2059	17370
0360	0360 Tierp	2059	25551
0380	0380 Uppsala	2059	308781
0381	0381 Enköping	2059	62865
0382	0382 Östhammar	2059	26464
0428	0428 Vingåker	2059	9121
0461	0461 Gnesta	2059	13892
0480	0480 Nyköping	2059	66499
0481	0481 Oxelösund	2059	13122
0482	0482 Flen	2059	15934
0483	0483 Katrineholm	2059	38364
0484	0484 Eskilstuna	2059	119927
0486	0486 Strängnäs	2059	46997
0488	0488 Trosa	2059	20581
0509	0509 Ödeshög	2059	5604
0512	0512 Ydre	2059	3921
0513	0513 Kinda	2059	10892
0560	0560 Boxholm	2059	6031
0561	0561 Åtvidaberg	2059	11732
0562	0562 Finspång	2059	22890
0563	0563 Valdemarsvik	2059	7501
0580	0580 Linköping	2059	200584
0581	0581 Norrköping	2059	169133
0582	0582 Söderköping	2059	16555
0583	0583 Motala	2059	46080
0584	0584 Vadstena	2059	8436
0586	0586 Mjölby	2059	32840
0604	0604 Aneby	2059	7519
0617	0617 Gnosjö	2059	9587
0642	0642 Mullsjö	2059	8144
0643	0643 Habo	2059	16266
0662	0662 Gislaved	2059	29149
0665	0665 Vaggeryd	2059	17701
0680	0680 Jönköping	2059	173499
0682	0682 Nässjö	2059	33314
0683	0683 Värnamo	2059	37921
0684	0684 Sävsjö	2059	11444
0685	0685 Vetlanda	2059	27730
0686	0686 Eksjö	2059	18860
0687	0687 Tranås	2059	19489
0760	0760 Uppvidinge	2059	8250
0761	0761 Lessebo	2059	7997
0763	0763 Tingsryd	2059	12291
0764	0764 Alvesta	2059	20306
0765	0765 Älmhult	2059	20074
0767	0767 Markaryd	2059	11304
0780	0780 Växjö	2059	113916
0781	0781 Ljungby	2059	29909
0821	0821 Högsby	2059	5018
0834	0834 Torsås	2059	7082
0840	0840 Mörbylånga	2059	17047
0860	0860 Hultsfred	2059	12907
0861	0861 Mönsterås	2059	12696
0862	0862 Emmaboda	2059	9079
0880	0880 Kalmar	2059	82817
0881	0881 Nybro	2059	19392
0882	0882 Oskarshamn	2059	25877
0883	0883 Västervik	2059	35627
0884	0884 Vimmerby	2059	14590
0885	0885 Borgholm	2059	10337
0980	0980 Gotland	2059	68898
1060	1060 Olofström	2059	12798
1080	1080 Karlskrona	2059	69076
1081	1081 Ronneby	2059	28125
1082	1082 Karlshamn	2059	32089
1083	1083 Sölvesborg	2059	18379
1214	1214 Svalöv	2059	16250
1230	1230 Staffanstorp	2059	32973
1231	1231 Burlöv	2059	24476
1233	1233 Vellinge	2059	46424
1256	1256 Östra Göinge	2059	15372
1257	1257 Örkelljunga	2059	11841
1260	1260 Bjuv	2059	20174
1261	1261 Kävlinge	2059	38373
1262	1262 Lomma	2059	29214
1263	1263 Svedala	2059	29773
1264	1264 Skurup	2059	19886
1265	1265 Sjöbo	2059	23134
1266	1266 Hörby	2059	18119
1267	1267 Höör	2059	20611
1270	1270 Tomelilla	2059	15605
1272	1272 Bromölla	2059	13305
1273	1273 Osby	2059	14189
1275	1275 Perstorp	2059	9037
1276	1276 Klippan	2059	19958
1277	1277 Åstorp	2059	21301
1278	1278 Båstad	2059	18355
1280	1280 Malmö	2059	446075
1281	1281 Lund	2059	152185
1282	1282 Landskrona	2059	54721
1283	1283 Helsingborg	2059	184477
1284	1284 Höganäs	2059	32936
1285	1285 Eslöv	2059	44964
1286	1286 Ystad	2059	37357
1287	1287 Trelleborg	2059	60611
1290	1290 Kristianstad	2059	97474
1291	1291 Simrishamn	2059	21814
1292	1292 Ängelholm	2059	52531
1293	1293 Hässleholm	2059	55998
1315	1315 Hylte	2059	10353
1380	1380 Halmstad	2059	128277
1381	1381 Laholm	2059	31275
1382	1382 Falkenberg	2059	56529
1383	1383 Varberg	2059	83052
1384	1384 Kungsbacka	2059	105011
1401	1401 Härryda	2059	47827
1402	1402 Partille	2059	49137
1407	1407 Öckerö	2059	13914
1415	1415 Stenungsund	2059	32749
1419	1419 Tjörn	2059	18475
1421	1421 Orust	2059	16357
1427	1427 Sotenäs	2059	9974
1430	1430 Munkedal	2059	11171
1435	1435 Tanum	2059	14252
1438	1438 Dals-Ed	2059	4668
1439	1439 Färgelanda	2059	6768
1440	1440 Ale	2059	41434
1441	1441 Lerum	2059	53738
1442	1442 Vårgårda	2059	14582
1443	1443 Bollebygd	2059	11948
1444	1444 Grästorp	2059	6850
1445	1445 Essunga	2059	6409
1446	1446 Karlsborg	2059	7058
1447	1447 Gullspång	2059	5085
1452	1452 Tranemo	2059	12826
1460	1460 Bengtsfors	2059	8655
1461	1461 Mellerud	2059	9166
1462	1462 Lilla Edet	2059	18197
1463	1463 Mark	2059	43341
1465	1465 Svenljunga	2059	11945
1466	1466 Herrljunga	2059	10350
1470	1470 Vara	2059	18005
1471	1471 Götene	2059	13451
1472	1472 Tibro	2059	12329
1473	1473 Töreboda	2059	9169
1480	1480 Göteborg	2059	718507
1481	1481 Mölndal	2059	86603
1482	1482 Kungälv	2059	62408
1484	1484 Lysekil	2059	14201
1485	1485 Uddevalla	2059	66025
1486	1486 Strömstad	2059	14422
1487	1487 Vänersborg	2059	42606
1488	1488 Trollhättan	2059	66844
1489	1489 Alingsås	2059	49742
1490	1490 Borås	2059	134530
1491	1491 Ulricehamn	2059	28893
1492	1492 Åmål	2059	11559
1493	1493 Mariestad	2059	26246
1494	1494 Lidköping	2059	45244
1495	1495 Skara	2059	19095
1496	1496 Skövde	2059	67105
1497	1497 Hjo	2059	10245
1498	1498 Tidaholm	2059	13001
1499	1499 Falköping	2059	35076
1715	1715 Kil	2059	12513
1730	1730 Eda	2059	8006
1737	1737 Torsby	2059	10082
1760	1760 Storfors	2059	3617
1761	1761 Hammarö	2059	19607
1762	1762 Munkfors	2059	3585
1763	1763 Forshaga	2059	11792
1764	1764 Grums	2059	8776
1765	1765 Årjäng	2059	8737
1766	1766 Sunne	2059	12676
1780	1780 Karlstad	2059	107574
1781	1781 Kristinehamn	2059	22806
1782	1782 Filipstad	2059	8858
1783	1783 Hagfors	2059	9272
1784	1784 Arvika	2059	26035
1785	1785 Säffle	2059	13668
1814	1814 Lekeberg	2059	10931
1860	1860 Laxå	2059	5238
1861	1861 Hallsberg	2059	17470
1862	1862 Degerfors	2059	9676
1863	1863 Hällefors	2059	6250
1864	1864 Ljusnarsberg	2059	4627
1880	1880 Örebro	2059	189878
1881	1881 Kumla	2059	26466
1882	1882 Askersund	2059	11645
1883	1883 Karlskoga	2059	30935
1884	1884 Nora	2059	11323
1885	1885 Lindesberg	2059	22671
1904	1904 Skinnskatteberg	2059	4513
1907	1907 Surahammar	2059	10658
1960	1960 Kungsör	2059	9378
1961	1961 Hallstahammar	2059	18935
1962	1962 Norberg	2059	5356
1980	1980 Västerås	2059	190096
1981	1981 Sala	2059	24988
1982	1982 Fagersta	2059	13560
1983	1983 Köping	2059	27635
1984	1984 Arboga	2059	14884
2021	2021 Vansbro	2059	6343
2023	2023 Malung-Sälen	2059	9812
2026	2026 Gagnef	2059	11163
2029	2029 Leksand	2059	16974
2031	2031 Rättvik	2059	11515
2034	2034 Orsa	2059	6835
2039	2039 Älvdalen	2059	7002
2061	2061 Smedjebacken	2059	11205
2062	2062 Mora	2059	20898
2080	2080 Falun	2059	65864
2081	2081 Borlänge	2059	54436
2082	2082 Säter	2059	11480
2083	2083 Hedemora	2059	14685
2084	2084 Avesta	2059	22555
2085	2085 Ludvika	2059	26144
2101	2101 Ockelbo	2059	5507
2104	2104 Hofors	2059	9540
2121	2121 Ovanåker	2059	10899
2132	2132 Nordanstig	2059	9931
2161	2161 Ljusdal	2059	17378
2180	2180 Gävle	2059	113577
2181	2181 Sandviken	2059	39660
2182	2182 Söderhamn	2059	22189
2183	2183 Bollnäs	2059	24979
2184	2184 Hudiksvall	2059	37295
2260	2260 Ånge	2059	7974
2262	2262 Timrå	2059	16117
2280	2280 Härnösand	2059	22591
2281	2281 Sundsvall	2059	100627
2282	2282 Kramfors	2059	15337
2283	2283 Sollefteå	2059	15480
2284	2284 Örnsköldsvik	2059	52953
2303	2303 Ragunda	2059	4716
2305	2305 Bräcke	2059	5486
2309	2309 Krokom	2059	16066
2313	2313 Strömsund	2059	10228
2321	2321 Åre	2059	14224
2326	2326 Berg	2059	7072
2361	2361 Härjedalen	2059	9772
2380	2380 Östersund	2059	70210
2401	2401 Nordmaling	2059	7321
2403	2403 Bjurholm	2059	2582
2404	2404 Vindeln	2059	5688
2409	2409 Robertsfors	2059	7177
2417	2417 Norsjö	2059	3572
2418	2418 Malå	2059	2628
2421	2421 Storuman	2059	5449
2422	2422 Sorsele	2059	2234
2425	2425 Dorotea	2059	2106
2460	2460 Vännäs	2059	10020
2462	2462 Vilhelmina	2059	5397
2463	2463 Åsele	2059	2579
2480	2480 Umeå	2059	160253
2481	2481 Lycksele	2059	11841
2482	2482 Skellefteå	2059	73080
2505	2505 Arvidsjaur	2059	5868
2506	2506 Arjeplog	2059	2145
2510	2510 Jokkmokk	2059	3953
2513	2513 Överkalix	2059	2420
2514	2514 Kalix	2059	13715
2518	2518 Övertorneå	2059	3242
2521	2521 Pajala	2059	4875
2523	2523 Gällivare	2059	15077
2560	2560 Älvsbyn	2059	6931
2580	2580 Luleå	2059	83189
2581	2581 Piteå	2059	42077
2582	2582 Boden	2059	26011
2583	2583 Haparanda	2059	8486
2584	2584 Kiruna	2059	20412
0114	0114 Upplands Väsby	2060	60424
0115	0115 Vallentuna	2060	45511
0117	0117 Österåker	2060	63642
0120	0120 Värmdö	2060	60848
0123	0123 Järfälla	2060	108100
0125	0125 Ekerö	2060	35961
0126	0126 Huddinge	2060	139939
0127	0127 Botkyrka	2060	131075
0128	0128 Salem	2060	22621
0136	0136 Haninge	2060	124489
0138	0138 Tyresö	2060	61593
0139	0139 Upplands-Bro	2060	40336
0140	0140 Nykvarn	2060	15578
0160	0160 Täby	2060	90943
0162	0162 Danderyd	2060	35711
0163	0163 Sollentuna	2060	90876
0180	0180 Stockholm	2060	1292016
0181	0181 Södertälje	2060	123584
0182	0182 Nacka	2060	139089
0183	0183 Sundbyberg	2060	70929
0184	0184 Solna	2060	104967
0186	0186 Lidingö	2060	56795
0187	0187 Vaxholm	2060	14345
0188	0188 Norrtälje	2060	82660
0191	0191 Sigtuna	2060	62314
0192	0192 Nynäshamn	2060	35549
0305	0305 Håbo	2060	27762
0319	0319 Älvkarleby	2060	10890
0330	0330 Knivsta	2060	28176
0331	0331 Heby	2060	17443
0360	0360 Tierp	2060	25657
0380	0380 Uppsala	2060	310075
0381	0381 Enköping	2060	63156
0382	0382 Östhammar	2060	26579
0428	0428 Vingåker	2060	9147
0461	0461 Gnesta	2060	13946
0480	0480 Nyköping	2060	66720
0481	0481 Oxelösund	2060	13166
0482	0482 Flen	2060	15977
0483	0483 Katrineholm	2060	38469
0484	0484 Eskilstuna	2060	120248
0486	0486 Strängnäs	2060	47175
0488	0488 Trosa	2060	20679
0509	0509 Ödeshög	2060	5621
0512	0512 Ydre	2060	3932
0513	0513 Kinda	2060	10924
0560	0560 Boxholm	2060	6047
0561	0561 Åtvidaberg	2060	11762
0562	0562 Finspång	2060	22956
0563	0563 Valdemarsvik	2060	7523
0580	0580 Linköping	2060	201311
0581	0581 Norrköping	2060	169717
0582	0582 Söderköping	2060	16614
0583	0583 Motala	2060	46188
0584	0584 Vadstena	2060	8464
0586	0586 Mjölby	2060	32952
0604	0604 Aneby	2060	7541
0617	0617 Gnosjö	2060	9602
0642	0642 Mullsjö	2060	8169
0643	0643 Habo	2060	16333
0662	0662 Gislaved	2060	29180
0665	0665 Vaggeryd	2060	17764
0680	0680 Jönköping	2060	174095
0682	0682 Nässjö	2060	33381
0683	0683 Värnamo	2060	38011
0684	0684 Sävsjö	2060	11462
0685	0685 Vetlanda	2060	27776
0686	0686 Eksjö	2060	18912
0687	0687 Tranås	2060	19531
0760	0760 Uppvidinge	2060	8262
0761	0761 Lessebo	2060	8010
0763	0763 Tingsryd	2060	12316
0764	0764 Alvesta	2060	20346
0765	0765 Älmhult	2060	20117
0767	0767 Markaryd	2060	11331
0780	0780 Växjö	2060	114307
0781	0781 Ljungby	2060	29964
0821	0821 Högsby	2060	5026
0834	0834 Torsås	2060	7096
0840	0840 Mörbylånga	2060	17089
0860	0860 Hultsfred	2060	12930
0861	0861 Mönsterås	2060	12716
0862	0862 Emmaboda	2060	9091
0880	0880 Kalmar	2060	83066
0881	0881 Nybro	2060	19420
0882	0882 Oskarshamn	2060	25902
0883	0883 Västervik	2060	35685
0884	0884 Vimmerby	2060	14608
0885	0885 Borgholm	2060	10360
0980	0980 Gotland	2060	69125
1060	1060 Olofström	2060	12820
1080	1080 Karlskrona	2060	69227
1081	1081 Ronneby	2060	28155
1082	1082 Karlshamn	2060	32137
1083	1083 Sölvesborg	2060	18424
1214	1214 Svalöv	2060	16299
1230	1230 Staffanstorp	2060	33093
1231	1231 Burlöv	2060	24555
1233	1233 Vellinge	2060	46608
1256	1256 Östra Göinge	2060	15408
1257	1257 Örkelljunga	2060	11879
1260	1260 Bjuv	2060	20296
1261	1261 Kävlinge	2060	38510
1262	1262 Lomma	2060	29320
1263	1263 Svedala	2060	29897
1264	1264 Skurup	2060	19955
1265	1265 Sjöbo	2060	23215
1266	1266 Hörby	2060	18180
1267	1267 Höör	2060	20689
1270	1270 Tomelilla	2060	15657
1272	1272 Bromölla	2060	13336
1273	1273 Osby	2060	14225
1275	1275 Perstorp	2060	9095
1276	1276 Klippan	2060	20019
1277	1277 Åstorp	2060	21429
1278	1278 Båstad	2060	18415
1280	1280 Malmö	2060	447598
1281	1281 Lund	2060	152668
1282	1282 Landskrona	2060	54902
1283	1283 Helsingborg	2060	185081
1284	1284 Höganäs	2060	33055
1285	1285 Eslöv	2060	45228
1286	1286 Ystad	2060	37500
1287	1287 Trelleborg	2060	60994
1290	1290 Kristianstad	2060	97748
1291	1291 Simrishamn	2060	21943
1292	1292 Ängelholm	2060	52724
1293	1293 Hässleholm	2060	56139
1315	1315 Hylte	2060	10373
1380	1380 Halmstad	2060	128777
1381	1381 Laholm	2060	31381
1382	1382 Falkenberg	2060	56745
1383	1383 Varberg	2060	83403
1384	1384 Kungsbacka	2060	105413
1401	1401 Härryda	2060	48006
1402	1402 Partille	2060	49320
1407	1407 Öckerö	2060	13945
1415	1415 Stenungsund	2060	32861
1419	1419 Tjörn	2060	18533
1421	1421 Orust	2060	16404
1427	1427 Sotenäs	2060	10001
1430	1430 Munkedal	2060	11205
1435	1435 Tanum	2060	14294
1438	1438 Dals-Ed	2060	4677
1439	1439 Färgelanda	2060	6787
1440	1440 Ale	2060	41605
1441	1441 Lerum	2060	53951
1442	1442 Vårgårda	2060	14631
1443	1443 Bollebygd	2060	11994
1444	1444 Grästorp	2060	6891
