Kommunkod	Region	År	Befolkning
0617	0617 Gnosjö	2035	9418
0642	0642 Mullsjö	2035	7638
0643	0643 Habo	2035	14399
0662	0662 Gislaved	2035	28802
0665	0665 Vaggeryd	2035	16010
0680	0680 Jönköping	2035	156552
0682	0682 Nässjö	2035	32235
0683	0683 Värnamo	2035	35805
0684	0684 Sävsjö	2035	11311
0685	0685 Vetlanda	2035	27291
0686	0686 Eksjö	2035	17989
0687	0687 Tranås	2035	18810
0760	0760 Uppvidinge	2035	8361
0761	0761 Lessebo	2035	7965
0763	0763 Tingsryd	2035	12001
0764	0764 Alvesta	2035	19910
0765	0765 Älmhult	2035	18879
0767	0767 Markaryd	2035	10641
0780	0780 Växjö	2035	103909
0781	0781 Ljungby	2035	28787
0821	0821 Högsby	2035	5109
0834	0834 Torsås	2035	6971
0840	0840 Mörbylånga	2035	16306
0860	0860 Hultsfred	2035	13000
0861	0861 Mönsterås	2035	12665
0862	0862 Emmaboda	2035	9027
0880	0880 Kalmar	2035	76904
0881	0881 Nybro	2035	19412
0882	0882 Oskarshamn	2035	26119
0883	0883 Västervik	2035	35651
0884	0884 Vimmerby	2035	14842
0885	0885 Borgholm	2035	10324
0980	0980 Gotland	2035	64281
1060	1060 Olofström	2035	12598
1080	1080 Karlskrona	2035	66440
1081	1081 Ronneby	2035	28109
1082	1082 Karlshamn	2035	31581
1083	1083 Sölvesborg	2035	17556
1214	1214 Svalöv	2035	14977
1230	1230 Staffanstorp	2035	29196
1231	1231 Burlöv	2035	21821
1233	1233 Vellinge	2035	41176
1256	1256 Östra Göinge	2035	14688
1257	1257 Örkelljunga	2035	10892
1260	1260 Bjuv	2035	17030
1261	1261 Kävlinge	2035	34384
1262	1262 Lomma	2035	26037
1263	1263 Svedala	2035	26112
1264	1264 Skurup	2035	17876
1265	1265 Sjöbo	2035	20950
1266	1266 Hörby	2035	16652
1267	1267 Höör	2035	18433
1270	1270 Tomelilla	2035	14376
1272	1272 Bromölla	2035	12644
1273	1273 Osby	2035	13493
1275	1275 Perstorp	2035	7684
1276	1276 Klippan	2035	18480
1277	1277 Åstorp	2035	17774
1278	1278 Båstad	2035	16851
1280	1280 Malmö	2035	395473
1281	1281 Lund	2035	139826
1282	1282 Landskrona	2035	49765
1283	1283 Helsingborg	2035	165762
1284	1284 Höganäs	2035	29694
1285	1285 Eslöv	2035	37982
1286	1286 Ystad	2035	33920
1287	1287 Trelleborg	2035	50875
1290	1290 Kristianstad	2035	90873
1291	1291 Simrishamn	2035	19473
1292	1292 Ängelholm	2035	47432
1293	1293 Hässleholm	2035	53065
1315	1315 Hylte	2035	10133
1380	1380 Halmstad	2035	114566
1381	1381 Laholm	2035	28591
1382	1382 Falkenberg	2035	50972
1383	1383 Varberg	2035	73861
1384	1384 Kungsbacka	2035	93202
1401	1401 Härryda	2035	42385
1402	1402 Partille	2035	43651
1407	1407 Öckerö	2035	13165
1415	1415 Stenungsund	2035	29553
1419	1419 Tjörn	2035	17187
1421	1421 Orust	2035	15558
1427	1427 Sotenäs	2035	9472
1430	1430 Munkedal	2035	10570
1435	1435 Tanum	2035	13470
1438	1438 Dals-Ed	2035	4592
1439	1439 Färgelanda	2035	6454
1440	1440 Ale	2035	36233
1441	1441 Lerum	2035	47557
1442	1442 Vårgårda	2035	13264
1443	1443 Bollebygd	2035	10639
1444	1444 Grästorp	2035	6016
1445	1445 Essunga	2035	5966
1446	1446 Karlsborg	2035	6799
1447	1447 Gullspång	2035	4986
1452	1452 Tranemo	2035	12087
1460	1460 Bengtsfors	2035	8718
1461	1461 Mellerud	2035	8942
1462	1462 Lilla Edet	2035	16140
1463	1463 Mark	2035	37307
1465	1465 Svenljunga	2035	11100
1466	1466 Herrljunga	2035	9738
1470	1470 Vara	2035	16753
1471	1471 Götene	2035	13043
1472	1472 Tibro	2035	11521
1473	1473 Töreboda	2035	8923
1480	1480 Göteborg	2035	644651
1481	1481 Mölndal	2035	77182
1482	1482 Kungälv	2035	54559
1484	1484 Lysekil	2035	13963
1485	1485 Uddevalla	2035	60883
1486	1486 Strömstad	2035	13804
1487	1487 Vänersborg	2035	40215
1488	1488 Trollhättan	2035	61856
1489	1489 Alingsås	2035	45070
1490	1490 Borås	2035	122291
1491	1491 Ulricehamn	2035	26438
1492	1492 Åmål	2035	11617
1493	1493 Mariestad	2035	24901
1494	1494 Lidköping	2035	42239
1495	1495 Skara	2035	18439
1496	1496 Skövde	2035	61158
1497	1497 Hjo	2035	9544
1498	1498 Tidaholm	2035	12614
1499	1499 Falköping	2035	33688
1715	1715 Kil	2035	12204
1730	1730 Eda	2035	8171
1737	1737 Torsby	2035	10284
1760	1760 Storfors	2035	3633
1761	1761 Hammarö	2035	18118
1762	1762 Munkfors	2035	3545
1763	1763 Forshaga	2035	11536
1764	1764 Grums	2035	8770
1765	1765 Årjäng	2035	9245
1766	1766 Sunne	2035	12845
1780	1780 Karlstad	2035	101282
1781	1781 Kristinehamn	2035	23038
1782	1782 Filipstad	2035	9237
1783	1783 Hagfors	2035	10021
1784	1784 Arvika	2035	25175
1785	1785 Säffle	2035	14279
1814	1814 Lekeberg	2035	9691
1860	1860 Laxå	2035	5182
1861	1861 Hallsberg	2035	16574
1862	1862 Degerfors	2035	9401
1863	1863 Hällefors	2035	6278
1864	1864 Ljusnarsberg	2035	4143
1880	1880 Örebro	2035	171670
1881	1881 Kumla	2035	23269
1882	1882 Askersund	2035	11263
1883	1883 Karlskoga	2035	29922
1884	1884 Nora	2035	10789
1885	1885 Lindesberg	2035	22325
1904	1904 Skinnskatteberg	2035	4218
1907	1907 Surahammar	2035	9997
1960	1960 Kungsör	2035	8829
1961	1961 Hallstahammar	2035	17404
1962	1962 Norberg	2035	5278
1980	1980 Västerås	2035	171457
1981	1981 Sala	2035	23702
1982	1982 Fagersta	2035	12917
1983	1983 Köping	2035	26449
1984	1984 Arboga	2035	14173
2021	2021 Vansbro	2035	6404
2023	2023 Malung-Sälen	2035	9775
2026	2026 Gagnef	2035	10739
2029	2029 Leksand	2035	16379
2031	2031 Rättvik	2035	11143
2034	2034 Orsa	2035	6759
2039	2039 Älvdalen	2035	6733
2061	2061 Smedjebacken	2035	10859
2062	2062 Mora	2035	20452
2080	2080 Falun	2035	62148
2081	2081 Borlänge	2035	52932
2082	2082 Säter	2035	11243
2083	2083 Hedemora	2035	14711
2084	2084 Avesta	2035	22337
2085	2085 Ludvika	2035	25864
2101	2101 Ockelbo	2035	5624
2104	2104 Hofors	2035	9352
2121	2121 Ovanåker	2035	11224
2132	2132 Nordanstig	2035	9228
2161	2161 Ljusdal	2035	17691
2180	2180 Gävle	2035	107367
2181	2181 Sandviken	2035	38977
2182	2182 Söderhamn	2035	23306
2183	2183 Bollnäs	2035	25490
2184	2184 Hudiksvall	2035	36880
2260	2260 Ånge	2035	8467
2262	2262 Timrå	2035	16766
2280	2280 Härnösand	2035	23409
2281	2281 Sundsvall	2035	97287
2282	2282 Kramfors	2035	16211
2283	2283 Sollefteå	2035	16695
2284	2284 Örnsköldsvik	2035	53828
2303	2303 Ragunda	2035	4764
2305	2305 Bräcke	2035	5602
2309	2309 Krokom	2035	15321
2313	2313 Strömsund	2035	10265
2321	2321 Åre	2035	13092
2326	2326 Berg	2035	6765
2361	2361 Härjedalen	2035	9655
2380	2380 Östersund	2035	66584
2401	2401 Nordmaling	2035	7023
2403	2403 Bjurholm	2035	2436
2404	2404 Vindeln	2035	5478
2409	2409 Robertsfors	2035	6809
2417	2417 Norsjö	2035	3651
2418	2418 Malå	2035	2745
2421	2421 Storuman	2035	5478
2422	2422 Sorsele	2035	2249
2425	2425 Dorotea	2035	2176
2460	2460 Vännäs	2035	9377
2462	2462 Vilhelmina	2035	5689
2463	2463 Åsele	2035	2581
2480	2480 Umeå	2035	144094
2481	2481 Lycksele	2035	11790
2482	2482 Skellefteå	2035	71742
2505	2505 Arvidsjaur	2035	5752
2506	2506 Arjeplog	2035	2344
2510	2510 Jokkmokk	2035	4232
2513	2513 Överkalix	2035	2725
2514	2514 Kalix	2035	14420
2518	2518 Övertorneå	2035	3575
2521	2521 Pajala	2035	5261
2523	2523 Gällivare	2035	15614
2560	2560 Älvsbyn	2035	7289
2580	2580 Luleå	2035	80593
2581	2581 Piteå	2035	41761
2582	2582 Boden	2035	26615
2583	2583 Haparanda	2035	8481
2584	2584 Kiruna	2035	20493
0114	0114 Upplands Väsby	2036	54142
0115	0115 Vallentuna	2036	38114
0117	0117 Österåker	2036	55716
0120	0120 Värmdö	2036	53183
0123	0123 Järfälla	2036	95771
0125	0125 Ekerö	2036	31991
0126	0126 Huddinge	2036	126251
0127	0127 Botkyrka	2036	109246
0128	0128 Salem	2036	18912
0136	0136 Haninge	2036	110317
0138	0138 Tyresö	2036	54468
0139	0139 Upplands-Bro	2036	36014
0140	0140 Nykvarn	2036	13442
0160	0160 Täby	2036	81051
0162	0162 Danderyd	2036	33001
0163	0163 Sollentuna	2036	82029
0180	0180 Stockholm	2036	1104836
0181	0181 Södertälje	2036	111582
0182	0182 Nacka	2036	122667
0183	0183 Sundbyberg	2036	63268
0184	0184 Solna	2036	95358
0186	0186 Lidingö	2036	51456
0187	0187 Vaxholm	2036	12902
0188	0188 Norrtälje	2036	73442
0191	0191 Sigtuna	2036	56806
0192	0192 Nynäshamn	2036	32279
0305	0305 Håbo	2036	24646
0319	0319 Älvkarleby	2036	10009
0330	0330 Knivsta	2036	23980
0331	0331 Heby	2036	15619
0360	0360 Tierp	2036	23065
0380	0380 Uppsala	2036	273189
0381	0381 Enköping	2036	54859
0382	0382 Östhammar	2036	23971
0428	0428 Vingåker	2036	8745
0461	0461 Gnesta	2036	12522
0480	0480 Nyköping	2036	61350
0481	0481 Oxelösund	2036	12343
0482	0482 Flen	2036	15340
0483	0483 Katrineholm	2036	36216
0484	0484 Eskilstuna	2036	112093
0486	0486 Strängnäs	2036	42196
0488	0488 Trosa	2036	17780
0509	0509 Ödeshög	2036	5329
0512	0512 Ydre	2036	3736
0513	0513 Kinda	2036	10300
0560	0560 Boxholm	2036	5685
0561	0561 Åtvidaberg	2036	11288
0562	0562 Finspång	2036	21653
0563	0563 Valdemarsvik	2036	7282
0580	0580 Linköping	2036	181934
0581	0581 Norrköping	2036	154489
0582	0582 Söderköping	2036	15287
0583	0583 Motala	2036	44174
0584	0584 Vadstena	2036	7914
0586	0586 Mjölby	2036	30221
0604	0604 Aneby	2036	7113
0617	0617 Gnosjö	2036	9408
0642	0642 Mullsjö	2036	7648
0643	0643 Habo	2036	14460
0662	0662 Gislaved	2036	28779
0665	0665 Vaggeryd	2036	16079
0680	0680 Jönköping	2036	157348
0682	0682 Nässjö	2036	32246
0683	0683 Värnamo	2036	35876
0684	0684 Sävsjö	2036	11297
0685	0685 Vetlanda	2036	27263
0686	0686 Eksjö	2036	18008
0687	0687 Tranås	2036	18814
0760	0760 Uppvidinge	2036	8329
0761	0761 Lessebo	2036	7941
0763	0763 Tingsryd	2036	11989
0764	0764 Alvesta	2036	19886
0765	0765 Älmhult	2036	18929
0767	0767 Markaryd	2036	10659
0780	0780 Växjö	2036	104380
0781	0781 Ljungby	2036	28809
0821	0821 Högsby	2036	5088
0834	0834 Torsås	2036	6963
0840	0840 Mörbylånga	2036	16305
0860	0860 Hultsfred	2036	12959
0861	0861 Mönsterås	2036	12637
0862	0862 Emmaboda	2036	9009
0880	0880 Kalmar	2036	77191
0881	0881 Nybro	2036	19362
0882	0882 Oskarshamn	2036	26048
0883	0883 Västervik	2036	35579
0884	0884 Vimmerby	2036	14799
0885	0885 Borgholm	2036	10298
0980	0980 Gotland	2036	64428
1060	1060 Olofström	2036	12579
1080	1080 Karlskrona	2036	66451
1081	1081 Ronneby	2036	28049
1082	1082 Karlshamn	2036	31548
1083	1083 Sölvesborg	2036	17564
1214	1214 Svalöv	2036	15016
1230	1230 Staffanstorp	2036	29329
1231	1231 Burlöv	2036	21945
1233	1233 Vellinge	2036	41345
1256	1256 Östra Göinge	2036	14695
1257	1257 Örkelljunga	2036	10924
1260	1260 Bjuv	2036	17134
1261	1261 Kävlinge	2036	34498
1262	1262 Lomma	2036	26093
1263	1263 Svedala	2036	26248
1264	1264 Skurup	2036	17958
1265	1265 Sjöbo	2036	21031
1266	1266 Hörby	2036	16702
1267	1267 Höör	2036	18513
1270	1270 Tomelilla	2036	14413
1272	1272 Bromölla	2036	12645
1273	1273 Osby	2036	13505
1275	1275 Perstorp	2036	7724
1276	1276 Klippan	2036	18532
1277	1277 Åstorp	2036	17898
1278	1278 Båstad	2036	16911
1280	1280 Malmö	2036	398294
1281	1281 Lund	2036	140490
1282	1282 Landskrona	2036	49961
1283	1283 Helsingborg	2036	166698
1284	1284 Höganäs	2036	29806
1285	1285 Eslöv	2036	38230
1286	1286 Ystad	2036	34049
1287	1287 Trelleborg	2036	51217
1290	1290 Kristianstad	2036	91108
1291	1291 Simrishamn	2036	19512
1292	1292 Ängelholm	2036	47634
1293	1293 Hässleholm	2036	53131
1315	1315 Hylte	2036	10122
1380	1380 Halmstad	2036	115183
1381	1381 Laholm	2036	28701
1382	1382 Falkenberg	2036	51211
1383	1383 Varberg	2036	74251
1384	1384 Kungsbacka	2036	93641
1401	1401 Härryda	2036	42576
1402	1402 Partille	2036	43883
1407	1407 Öckerö	2036	13181
1415	1415 Stenungsund	2036	29673
1419	1419 Tjörn	2036	17225
1421	1421 Orust	2036	15570
1427	1427 Sotenäs	2036	9486
1430	1430 Munkedal	2036	10576
1435	1435 Tanum	2036	13486
1438	1438 Dals-Ed	2036	4584
1439	1439 Färgelanda	2036	6456
1440	1440 Ale	2036	36458
1441	1441 Lerum	2036	47768
1442	1442 Vårgårda	2036	13317
1443	1443 Bollebygd	2036	10689
1444	1444 Grästorp	2036	6040
1445	1445 Essunga	2036	5978
1446	1446 Karlsborg	2036	6795
1447	1447 Gullspång	2036	4980
1452	1452 Tranemo	2036	12105
1460	1460 Bengtsfors	2036	8692
1461	1461 Mellerud	2036	8934
1462	1462 Lilla Edet	2036	16233
1463	1463 Mark	2036	37481
1465	1465 Svenljunga	2036	11122
1466	1466 Herrljunga	2036	9754
1470	1470 Vara	2036	16790
1471	1471 Götene	2036	13035
1472	1472 Tibro	2036	11541
1473	1473 Töreboda	2036	8915
1480	1480 Göteborg	2036	648617
1481	1481 Mölndal	2036	77642
1482	1482 Kungälv	2036	54923
1484	1484 Lysekil	2036	13944
1485	1485 Uddevalla	2036	61088
1486	1486 Strömstad	2036	13819
1487	1487 Vänersborg	2036	40280
1488	1488 Trollhättan	2036	62050
1489	1489 Alingsås	2036	45232
1490	1490 Borås	2036	122809
1491	1491 Ulricehamn	2036	26526
1492	1492 Åmål	2036	11584
1493	1493 Mariestad	2036	24921
1494	1494 Lidköping	2036	42336
1495	1495 Skara	2036	18440
1496	1496 Skövde	2036	61413
1497	1497 Hjo	2036	9562
1498	1498 Tidaholm	2036	12607
1499	1499 Falköping	2036	33708
1715	1715 Kil	2036	12192
1730	1730 Eda	2036	8152
1737	1737 Torsby	2036	10236
1760	1760 Storfors	2036	3621
1761	1761 Hammarö	2036	18157
1762	1762 Munkfors	2036	3544
1763	1763 Forshaga	2036	11517
1764	1764 Grums	2036	8752
1765	1765 Årjäng	2036	9203
1766	1766 Sunne	2036	12820
1780	1780 Karlstad	2036	101577
1781	1781 Kristinehamn	2036	22980
1782	1782 Filipstad	2036	9189
1783	1783 Hagfors	2036	9956
1784	1784 Arvika	2036	25143
1785	1785 Säffle	2036	14221
1814	1814 Lekeberg	2036	9737
1860	1860 Laxå	2036	5171
1861	1861 Hallsberg	2036	16592
1862	1862 Degerfors	2036	9395
1863	1863 Hällefors	2036	6259
1864	1864 Ljusnarsberg	2036	4141
1880	1880 Örebro	2036	172517
1881	1881 Kumla	2036	23340
1882	1882 Askersund	2036	11256
1883	1883 Karlskoga	2036	29915
1884	1884 Nora	2036	10789
1885	1885 Lindesberg	2036	22281
1904	1904 Skinnskatteberg	2036	4220
1907	1907 Surahammar	2036	9999
1960	1960 Kungsör	2036	8838
1961	1961 Hallstahammar	2036	17447
1962	1962 Norberg	2036	5264
1980	1980 Västerås	2036	172283
1981	1981 Sala	2036	23719
1982	1982 Fagersta	2036	12915
1983	1983 Köping	2036	26465
1984	1984 Arboga	2036	14180
2021	2021 Vansbro	2036	6388
2023	2023 Malung-Sälen	2036	9757
2026	2026 Gagnef	2036	10736
2029	2029 Leksand	2036	16377
2031	2031 Rättvik	2036	11142
2034	2034 Orsa	2036	6752
2039	2039 Älvdalen	2036	6722
2061	2061 Smedjebacken	2036	10848
2062	2062 Mora	2036	20432
2080	2080 Falun	2036	62232
2081	2081 Borlänge	2036	52938
2082	2082 Säter	2036	11226
2083	2083 Hedemora	2036	14673
2084	2084 Avesta	2036	22306
2085	2085 Ludvika	2036	25824
2101	2101 Ockelbo	2036	5605
2104	2104 Hofors	2036	9339
2121	2121 Ovanåker	2036	11184
2132	2132 Nordanstig	2036	9221
2161	2161 Ljusdal	2036	17631
2180	2180 Gävle	2036	107576
2181	2181 Sandviken	2036	38946
2182	2182 Söderhamn	2036	23184
2183	2183 Bollnäs	2036	25407
2184	2184 Hudiksvall	2036	36817
2260	2260 Ånge	2036	8430
2262	2262 Timrå	2036	16703
2280	2280 Härnösand	2036	23315
2281	2281 Sundsvall	2036	97218
2282	2282 Kramfors	2036	16126
2283	2283 Sollefteå	2036	16585
2284	2284 Örnsköldsvik	2036	53677
2303	2303 Ragunda	2036	4748
2305	2305 Bräcke	2036	5577
2309	2309 Krokom	2036	15313
2313	2313 Strömsund	2036	10213
2321	2321 Åre	2036	13137
2326	2326 Berg	2036	6751
2361	2361 Härjedalen	2036	9639
2380	2380 Östersund	2036	66689
2401	2401 Nordmaling	2036	7022
2403	2403 Bjurholm	2036	2439
2404	2404 Vindeln	2036	5476
2409	2409 Robertsfors	2036	6811
2417	2417 Norsjö	2036	3638
2418	2418 Malå	2036	2732
2421	2421 Storuman	2036	5464
2422	2422 Sorsele	2036	2241
2425	2425 Dorotea	2036	2164
2460	2460 Vännäs	2036	9390
2462	2462 Vilhelmina	2036	5660
2463	2463 Åsele	2036	2573
2480	2480 Umeå	2036	144873
2481	2481 Lycksele	2036	11762
2482	2482 Skellefteå	2036	71672
2505	2505 Arvidsjaur	2036	5736
2506	2506 Arjeplog	2036	2327
2510	2510 Jokkmokk	2036	4206
2513	2513 Överkalix	2036	2698
2514	2514 Kalix	2036	14355
2518	2518 Övertorneå	2036	3542
2521	2521 Pajala	2036	5226
2523	2523 Gällivare	2036	15530
2560	2560 Älvsbyn	2036	7255
2580	2580 Luleå	2036	80676
2581	2581 Piteå	2036	41705
2582	2582 Boden	2036	26545
2583	2583 Haparanda	2036	8442
2584	2584 Kiruna	2036	20426
0114	0114 Upplands Väsby	2037	54457
0115	0115 Vallentuna	2037	38359
0117	0117 Österåker	2037	56096
0120	0120 Värmdö	2037	53556
0123	0123 Järfälla	2037	96435
0125	0125 Ekerö	2037	32150
0126	0126 Huddinge	2037	126925
0127	0127 Botkyrka	2037	110251
0128	0128 Salem	2037	19037
0136	0136 Haninge	2037	111056
0138	0138 Tyresö	2037	54788
0139	0139 Upplands-Bro	2037	36243
0140	0140 Nykvarn	2037	13544
0160	0160 Täby	2037	81465
0162	0162 Danderyd	2037	33069
0163	0163 Sollentuna	2037	82450
0180	0180 Stockholm	2037	1113877
0181	0181 Södertälje	2037	112216
0182	0182 Nacka	2037	123429
0183	0183 Sundbyberg	2037	63746
0184	0184 Solna	2037	95917
0186	0186 Lidingö	2037	51647
0187	0187 Vaxholm	2037	12958
0188	0188 Norrtälje	2037	73875
0191	0191 Sigtuna	2037	57110
0192	0192 Nynäshamn	2037	32422
0305	0305 Håbo	2037	24764
0319	0319 Älvkarleby	2037	10033
0330	0330 Knivsta	2037	24183
0331	0331 Heby	2037	15686
0360	0360 Tierp	2037	23155
0380	0380 Uppsala	2037	275155
0381	0381 Enköping	2037	55236
0382	0382 Östhammar	2037	24055
0428	0428 Vingåker	2037	8741
0461	0461 Gnesta	2037	12570
0480	0480 Nyköping	2037	61524
0481	0481 Oxelösund	2037	12351
0482	0482 Flen	2037	15325
0483	0483 Katrineholm	2037	36278
0484	0484 Eskilstuna	2037	112360
0486	0486 Strängnäs	2037	42391
0488	0488 Trosa	2037	17916
0509	0509 Ödeshög	2037	5329
0512	0512 Ydre	2037	3739
0513	0513 Kinda	2037	10310
0560	0560 Boxholm	2037	5692
0561	0561 Åtvidaberg	2037	11284
0562	0562 Finspång	2037	21668
0563	0563 Valdemarsvik	2037	7269
0580	0580 Linköping	2037	182888
0581	0581 Norrköping	2037	155098
0582	0582 Söderköping	2037	15313
0583	0583 Motala	2037	44195
0584	0584 Vadstena	2037	7929
0586	0586 Mjölby	2037	30313
0604	0604 Aneby	2037	7118
0617	0617 Gnosjö	2037	9401
0642	0642 Mullsjö	2037	7659
0643	0643 Habo	2037	14523
0662	0662 Gislaved	2037	28761
0665	0665 Vaggeryd	2037	16146
0680	0680 Jönköping	2037	158133
0682	0682 Nässjö	2037	32254
0683	0683 Värnamo	2037	35947
0684	0684 Sävsjö	2037	11284
0685	0685 Vetlanda	2037	27238
0686	0686 Eksjö	2037	18025
0687	0687 Tranås	2037	18819
0760	0760 Uppvidinge	2037	8298
0761	0761 Lessebo	2037	7919
0763	0763 Tingsryd	2037	11978
0764	0764 Alvesta	2037	19864
0765	0765 Älmhult	2037	18978
0767	0767 Markaryd	2037	10678
0780	0780 Växjö	2037	104838
0781	0781 Ljungby	2037	28832
0821	0821 Högsby	2037	5067
0834	0834 Torsås	2037	6955
0840	0840 Mörbylånga	2037	16303
0860	0860 Hultsfred	2037	12921
0861	0861 Mönsterås	2037	12613
0862	0862 Emmaboda	2037	8994
0880	0880 Kalmar	2037	77469
0881	0881 Nybro	2037	19313
0882	0882 Oskarshamn	2037	25982
0883	0883 Västervik	2037	35508
0884	0884 Vimmerby	2037	14758
0885	0885 Borgholm	2037	10272
0980	0980 Gotland	2037	64571
1060	1060 Olofström	2037	12562
1080	1080 Karlskrona	2037	66470
1081	1081 Ronneby	2037	27991
1082	1082 Karlshamn	2037	31521
1083	1083 Sölvesborg	2037	17576
1214	1214 Svalöv	2037	15054
1230	1230 Staffanstorp	2037	29463
1231	1231 Burlöv	2037	22068
1233	1233 Vellinge	2037	41517
1256	1256 Östra Göinge	2037	14701
1257	1257 Örkelljunga	2037	10957
1260	1260 Bjuv	2037	17243
1261	1261 Kävlinge	2037	34617
1262	1262 Lomma	2037	26164
1263	1263 Svedala	2037	26384
1264	1264 Skurup	2037	18040
1265	1265 Sjöbo	2037	21113
1266	1266 Hörby	2037	16754
1267	1267 Höör	2037	18595
1270	1270 Tomelilla	2037	14451
1272	1272 Bromölla	2037	12649
1273	1273 Osby	2037	13519
1275	1275 Perstorp	2037	7767
1276	1276 Klippan	2037	18585
1277	1277 Åstorp	2037	18026
1278	1278 Båstad	2037	16970
1280	1280 Malmö	2037	401077
1281	1281 Lund	2037	141138
1282	1282 Landskrona	2037	50157
1283	1283 Helsingborg	2037	167619
1284	1284 Höganäs	2037	29918
1285	1285 Eslöv	2037	38484
1286	1286 Ystad	2037	34178
1287	1287 Trelleborg	2037	51568
1290	1290 Kristianstad	2037	91340
1291	1291 Simrishamn	2037	19552
1292	1292 Ängelholm	2037	47830
1293	1293 Hässleholm	2037	53201
1315	1315 Hylte	2037	10111
1380	1380 Halmstad	2037	115791
1381	1381 Laholm	2037	28806
1382	1382 Falkenberg	2037	51444
1383	1383 Varberg	2037	74635
1384	1384 Kungsbacka	2037	94091
1401	1401 Härryda	2037	42779
1402	1402 Partille	2037	44117
1407	1407 Öckerö	2037	13199
1415	1415 Stenungsund	2037	29796
1419	1419 Tjörn	2037	17262
1421	1421 Orust	2037	15584
1427	1427 Sotenäs	2037	9499
1430	1430 Munkedal	2037	10583
1435	1435 Tanum	2037	13502
1438	1438 Dals-Ed	2037	4577
1439	1439 Färgelanda	2037	6458
1440	1440 Ale	2037	36682
1441	1441 Lerum	2037	47983
1442	1442 Vårgårda	2037	13368
1443	1443 Bollebygd	2037	10742
1444	1444 Grästorp	2037	6065
1445	1445 Essunga	2037	5989
1446	1446 Karlsborg	2037	6790
1447	1447 Gullspång	2037	4973
1452	1452 Tranemo	2037	12124
1460	1460 Bengtsfors	2037	8667
1461	1461 Mellerud	2037	8926
1462	1462 Lilla Edet	2037	16324
1463	1463 Mark	2037	37662
1465	1465 Svenljunga	2037	11144
1466	1466 Herrljunga	2037	9771
1470	1470 Vara	2037	16828
1471	1471 Götene	2037	13030
1472	1472 Tibro	2037	11560
1473	1473 Töreboda	2037	8909
1480	1480 Göteborg	2037	652529
1481	1481 Mölndal	2037	78100
1482	1482 Kungälv	2037	55286
1484	1484 Lysekil	2037	13928
1485	1485 Uddevalla	2037	61293
1486	1486 Strömstad	2037	13833
1487	1487 Vänersborg	2037	40347
1488	1488 Trollhättan	2037	62245
1489	1489 Alingsås	2037	45396
1490	1490 Borås	2037	123327
1491	1491 Ulricehamn	2037	26613
1492	1492 Åmål	2037	11554
1493	1493 Mariestad	2037	24945
1494	1494 Lidköping	2037	42435
1495	1495 Skara	2037	18442
1496	1496 Skövde	2037	61663
1497	1497 Hjo	2037	9581
1498	1498 Tidaholm	2037	12603
1499	1499 Falköping	2037	33731
1715	1715 Kil	2037	12182
1730	1730 Eda	2037	8135
1737	1737 Torsby	2037	10191
1760	1760 Storfors	2037	3610
1761	1761 Hammarö	2037	18195
1762	1762 Munkfors	2037	3542
1763	1763 Forshaga	2037	11499
1764	1764 Grums	2037	8737
1765	1765 Årjäng	2037	9163
1766	1766 Sunne	2037	12793
1780	1780 Karlstad	2037	101862
1781	1781 Kristinehamn	2037	22926
1782	1782 Filipstad	2037	9143
1783	1783 Hagfors	2037	9895
1784	1784 Arvika	2037	25114
1785	1785 Säffle	2037	14165
1814	1814 Lekeberg	2037	9783
1860	1860 Laxå	2037	5161
1861	1861 Hallsberg	2037	16610
1862	1862 Degerfors	2037	9390
1863	1863 Hällefors	2037	6241
1864	1864 Ljusnarsberg	2037	4141
1880	1880 Örebro	2037	173354
1881	1881 Kumla	2037	23417
1882	1882 Askersund	2037	11249
1883	1883 Karlskoga	2037	29915
1884	1884 Nora	2037	10791
1885	1885 Lindesberg	2037	22241
1904	1904 Skinnskatteberg	2037	4222
1907	1907 Surahammar	2037	10004
1960	1960 Kungsör	2037	8847
1961	1961 Hallstahammar	2037	17492
1962	1962 Norberg	2037	5250
1980	1980 Västerås	2037	173099
1981	1981 Sala	2037	23737
1982	1982 Fagersta	2037	12917
1983	1983 Köping	2037	26483
1984	1984 Arboga	2037	14188
2021	2021 Vansbro	2037	6373
2023	2023 Malung-Sälen	2037	9740
2026	2026 Gagnef	2037	10735
2029	2029 Leksand	2037	16374
2031	2031 Rättvik	2037	11140
2034	2034 Orsa	2037	6746
2039	2039 Älvdalen	2037	6713
2061	2061 Smedjebacken	2037	10838
2062	2062 Mora	2037	20413
2080	2080 Falun	2037	62314
2081	2081 Borlänge	2037	52945
2082	2082 Säter	2037	11211
2083	2083 Hedemora	2037	14638
2084	2084 Avesta	2037	22275
2085	2085 Ludvika	2037	25788
2101	2101 Ockelbo	2037	5586
2104	2104 Hofors	2037	9329
2121	2121 Ovanåker	2037	11143
2132	2132 Nordanstig	2037	9217
2161	2161 Ljusdal	2037	17572
2180	2180 Gävle	2037	107786
2181	2181 Sandviken	2037	38918
2182	2182 Söderhamn	2037	23066
2183	2183 Bollnäs	2037	25324
2184	2184 Hudiksvall	2037	36758
2260	2260 Ånge	2037	8393
2262	2262 Timrå	2037	16643
2280	2280 Härnösand	2037	23222
2281	2281 Sundsvall	2037	97168
2282	2282 Kramfors	2037	16043
2283	2283 Sollefteå	2037	16480
